date_rdv,canal,profil,motif,sous_motif,date_creation,id_conseiller,bureau,mois,annee_mois,nb_rdv
2024-02-02,telephone,Client,Comptabilité,Demande,2024-01-29,1,Lyon,February,2024-02,1
2024-12-02,telephone,Manager,Vente,Question,2024-11-09,18,Paris,December,2024-12,3
2025-12-06,web,Senior,Comptabilité,Question,2025-12-06,6,Marseille,December,2025-12,1
2024-10-30,web,Manager,Support,Demande,2024-10-21,5,Marseille,October,2024-10,1
2024-04-20,telephone,Client,Vente,Réclamation,2024-04-20,18,Paris,April,2024-04,1
2025-03-03,web,Client,Support,Demande,2025-02-17,14,Bordeaux,March,2025-03,2
2024-01-03,telephone,Manager,Comptabilité,Demande,2023-12-28,15,Paris,January,2024-01,3
2024-07-02,web,Manager,Comptabilité,Réclamation,2024-06-29,19,Lyon,July,2024-07,1
2024-08-28,web,Junior,Vente,Question,2024-08-11,9,Bordeaux,August,2024-08,2
2025-12-09,telephone,Manager,Support,Réclamation,2025-11-18,14,Lyon,December,2025-12,3
2024-02-19,web,Junior,Support,Question,2024-02-17,11,Bordeaux,February,2024-02,3
2024-03-08,web,Junior,Vente,Réclamation,2024-03-05,19,Paris,March,2024-03,1
2024-04-20,telephone,Junior,Comptabilité,Question,2024-04-13,20,Bordeaux,April,2024-04,3
2025-04-10,web,Senior,Support,Réclamation,2025-04-06,11,Lyon,April,2025-04,1
2025-03-29,web,Junior,Support,Réclamation,2025-03-18,2,Bordeaux,March,2025-03,2
2025-02-20,telephone,Junior,Comptabilité,Question,2025-02-04,2,Bordeaux,February,2025-02,3
2024-12-06,telephone,Senior,Support,Réclamation,2024-12-04,7,Bordeaux,December,2024-12,2
2025-04-14,web,Junior,Vente,Demande,2025-04-09,11,Lyon,April,2025-04,1
2024-04-22,telephone,Senior,Vente,Demande,2024-04-10,18,Bordeaux,April,2024-04,3
2024-03-16,web,Client,Support,Demande,2024-03-03,5,Lyon,March,2024-03,2
2025-03-09,web,Senior,Vente,Réclamation,2025-02-26,20,Lyon,March,2025-03,3
2024-09-29,telephone,Manager,Comptabilité,Question,2024-09-18,7,Bordeaux,September,2024-09,1
2024-01-15,web,Senior,Comptabilité,Réclamation,2023-12-17,11,Marseille,January,2024-01,1
2024-12-06,web,Junior,Vente,Demande,2024-11-25,15,Lyon,December,2024-12,2
2024-07-23,web,Client,Support,Question,2024-07-12,5,Bordeaux,July,2024-07,3
2024-05-27,web,Junior,Comptabilité,Demande,2024-05-15,17,Bordeaux,May,2024-05,1
2025-05-23,telephone,Junior,Support,Question,2025-05-10,16,Bordeaux,May,2025-05,3
2025-01-18,telephone,Junior,Comptabilité,Question,2025-01-07,5,Lyon,January,2025-01,2
2024-09-27,telephone,Client,Comptabilité,Demande,2024-09-02,11,Marseille,September,2024-09,1
2024-06-29,telephone,Manager,Support,Réclamation,2024-06-15,12,Bordeaux,June,2024-06,3
2024-06-02,telephone,Client,Vente,Réclamation,2024-05-25,3,Marseille,June,2024-06,1
2024-03-23,web,Junior,Support,Demande,2024-02-24,11,Bordeaux,March,2024-03,2
2024-03-21,telephone,Senior,Support,Demande,2024-02-20,19,Paris,March,2024-03,3
2025-01-03,web,Senior,Support,Demande,2024-12-08,7,Paris,January,2025-01,3
2024-12-27,telephone,Junior,Support,Réclamation,2024-12-05,17,Paris,December,2024-12,1
2025-03-19,telephone,Client,Support,Demande,2025-03-07,18,Paris,March,2025-03,2
2024-05-29,web,Senior,Vente,Réclamation,2024-05-26,9,Bordeaux,May,2024-05,2
2025-01-28,web,Manager,Comptabilité,Question,2025-01-12,15,Bordeaux,January,2025-01,1
2024-07-27,telephone,Senior,Vente,Question,2024-07-06,15,Paris,July,2024-07,1
2024-07-06,web,Manager,Vente,Réclamation,2024-07-05,15,Bordeaux,July,2024-07,2
2025-05-17,telephone,Junior,Support,Question,2025-05-09,7,Paris,May,2025-05,3
2024-06-27,telephone,Senior,Comptabilité,Réclamation,2024-06-13,1,Lyon,June,2024-06,1
2025-01-27,web,Manager,Comptabilité,Demande,2025-01-05,13,Paris,January,2025-01,2
2024-10-29,telephone,Junior,Support,Question,2024-10-23,19,Paris,October,2024-10,1
2024-06-08,telephone,Client,Support,Demande,2024-06-04,17,Lyon,June,2024-06,2
2025-08-18,web,Client,Support,Demande,2025-07-31,9,Bordeaux,August,2025-08,2
2025-01-15,telephone,Junior,Support,Demande,2025-01-14,20,Lyon,January,2025-01,1
2025-07-27,web,Junior,Vente,Réclamation,2025-07-05,9,Bordeaux,July,2025-07,1
2024-06-15,telephone,Senior,Support,Demande,2024-06-09,11,Bordeaux,June,2024-06,1
2025-09-23,telephone,Junior,Comptabilité,Réclamation,2025-08-25,19,Marseille,September,2025-09,3
2025-01-18,telephone,Client,Comptabilité,Réclamation,2025-01-13,1,Paris,January,2025-01,3
2024-04-27,telephone,Client,Vente,Question,2024-04-27,1,Lyon,April,2024-04,2
2024-10-08,web,Senior,Comptabilité,Réclamation,2024-09-28,15,Bordeaux,October,2024-10,1
2024-05-24,web,Junior,Vente,Réclamation,2024-05-23,7,Marseille,May,2024-05,3
2025-01-24,telephone,Junior,Support,Question,2025-01-14,19,Lyon,January,2025-01,1
2025-02-11,web,Junior,Vente,Demande,2025-01-26,19,Marseille,February,2025-02,3
2025-06-20,web,Client,Vente,Réclamation,2025-06-15,7,Marseille,June,2025-06,1
2024-10-31,web,Manager,Comptabilité,Question,2024-10-29,13,Paris,October,2024-10,1
2024-11-21,web,Manager,Vente,Demande,2024-11-12,14,Lyon,November,2024-11,1
2025-05-10,web,Senior,Vente,Question,2025-04-15,17,Bordeaux,May,2025-05,3
2025-08-23,telephone,Senior,Comptabilité,Demande,2025-08-05,19,Lyon,August,2025-08,2
2024-09-14,web,Junior,Comptabilité,Demande,2024-08-26,7,Paris,September,2024-09,1
2024-06-11,web,Junior,Vente,Demande,2024-06-06,5,Paris,June,2024-06,2
2024-05-10,web,Junior,Vente,Question,2024-05-08,5,Lyon,May,2024-05,2
2025-03-16,telephone,Junior,Support,Question,2025-03-06,12,Lyon,March,2025-03,1
2025-05-01,telephone,Client,Support,Réclamation,2025-04-23,1,Marseille,May,2025-05,1
2025-01-30,telephone,Senior,Comptabilité,Demande,2025-01-27,20,Lyon,January,2025-01,1
2025-03-26,web,Senior,Vente,Demande,2025-03-07,1,Lyon,March,2025-03,2
2024-02-17,telephone,Client,Comptabilité,Réclamation,2024-01-22,9,Lyon,February,2024-02,2
2024-01-08,web,Client,Support,Question,2023-12-12,18,Lyon,January,2024-01,3
2024-04-11,telephone,Client,Vente,Réclamation,2024-03-31,11,Lyon,April,2024-04,3
2024-11-04,telephone,Senior,Support,Question,2024-10-29,18,Paris,November,2024-11,2
2025-03-29,telephone,Junior,Comptabilité,Question,2025-03-05,7,Paris,March,2025-03,1
2025-06-23,telephone,Junior,Vente,Question,2025-05-24,2,Bordeaux,June,2025-06,3
2024-11-14,web,Senior,Vente,Question,2024-10-15,12,Marseille,November,2024-11,3
2024-05-22,telephone,Senior,Vente,Réclamation,2024-05-20,7,Paris,May,2024-05,3
2024-05-15,telephone,Manager,Comptabilité,Question,2024-04-17,13,Marseille,May,2024-05,3
2024-09-07,web,Manager,Support,Réclamation,2024-08-28,5,Lyon,September,2024-09,3
2024-11-27,telephone,Client,Support,Réclamation,2024-11-09,12,Paris,November,2024-11,2
2024-01-26,web,Manager,Support,Réclamation,2024-01-19,7,Bordeaux,January,2024-01,3
2024-11-13,web,Client,Comptabilité,Réclamation,2024-10-19,14,Paris,November,2024-11,1
2024-03-22,telephone,Junior,Vente,Demande,2024-03-02,4,Paris,March,2024-03,3
2025-07-06,web,Manager,Support,Réclamation,2025-07-05,14,Bordeaux,July,2025-07,3
2025-09-05,telephone,Manager,Vente,Réclamation,2025-08-20,19,Lyon,September,2025-09,2
2024-04-17,web,Senior,Comptabilité,Demande,2024-04-07,16,Marseille,April,2024-04,3
2025-12-23,web,Client,Vente,Demande,2025-11-25,9,Lyon,December,2025-12,1
2025-10-10,telephone,Senior,Comptabilité,Réclamation,2025-09-18,5,Marseille,October,2025-10,3
2025-11-11,telephone,Client,Support,Question,2025-11-10,18,Marseille,November,2025-11,3
2025-04-11,telephone,Senior,Support,Question,2025-03-27,1,Lyon,April,2025-04,3
2024-02-15,telephone,Senior,Vente,Question,2024-01-29,16,Lyon,February,2024-02,2
2024-07-06,telephone,Senior,Vente,Réclamation,2024-07-05,11,Lyon,July,2024-07,2
2024-05-23,telephone,Client,Comptabilité,Réclamation,2024-05-18,1,Bordeaux,May,2024-05,3
2024-02-24,telephone,Manager,Vente,Question,2024-02-24,7,Bordeaux,February,2024-02,2
2024-09-18,telephone,Senior,Support,Demande,2024-09-18,10,Paris,September,2024-09,1
2024-08-17,web,Manager,Comptabilité,Question,2024-07-23,19,Marseille,August,2024-08,1
2024-03-13,telephone,Client,Comptabilité,Question,2024-03-01,10,Marseille,March,2024-03,1
2024-02-25,telephone,Senior,Vente,Question,2024-02-04,1,Paris,February,2024-02,1
2025-12-26,telephone,Junior,Vente,Réclamation,2025-12-10,6,Paris,December,2025-12,2
2025-01-18,web,Client,Support,Demande,2025-01-18,1,Paris,January,2025-01,1
2025-05-13,web,Senior,Vente,Réclamation,2025-04-29,5,Bordeaux,May,2025-05,1
2025-01-20,telephone,Junior,Support,Réclamation,2024-12-26,19,Marseille,January,2025-01,2
2025-02-20,web,Manager,Support,Réclamation,2025-01-31,7,Marseille,February,2025-02,1
2024-02-27,web,Manager,Vente,Demande,2024-02-16,8,Lyon,February,2024-02,2
2024-06-30,web,Junior,Vente,Demande,2024-06-20,8,Lyon,June,2024-06,3
2024-05-20,telephone,Client,Comptabilité,Demande,2024-05-10,11,Marseille,May,2024-05,1
2025-09-06,telephone,Manager,Support,Réclamation,2025-08-28,16,Bordeaux,September,2025-09,1
2024-06-02,web,Senior,Vente,Réclamation,2024-05-14,7,Marseille,June,2024-06,1
2024-08-10,web,Manager,Comptabilité,Réclamation,2024-08-01,16,Lyon,August,2024-08,3
2025-10-31,web,Client,Comptabilité,Demande,2025-10-03,14,Paris,October,2025-10,3
2025-05-11,web,Senior,Support,Question,2025-05-04,4,Marseille,May,2025-05,1
2025-12-15,telephone,Manager,Comptabilité,Question,2025-12-08,14,Marseille,December,2025-12,2
2025-11-04,telephone,Senior,Vente,Demande,2025-10-13,17,Lyon,November,2025-11,3
2025-10-14,web,Junior,Support,Question,2025-10-05,10,Paris,October,2025-10,2
2025-03-29,telephone,Client,Comptabilité,Demande,2025-03-23,19,Paris,March,2025-03,1
2025-05-22,telephone,Junior,Comptabilité,Réclamation,2025-04-22,10,Marseille,May,2025-05,1
2024-04-30,telephone,Senior,Support,Question,2024-04-05,5,Marseille,April,2024-04,2
2024-08-12,telephone,Manager,Support,Question,2024-07-14,7,Paris,August,2024-08,3
2024-10-13,telephone,Manager,Vente,Demande,2024-10-07,1,Paris,October,2024-10,2
2025-05-04,web,Manager,Vente,Réclamation,2025-04-17,7,Paris,May,2025-05,2
2025-05-31,web,Manager,Vente,Demande,2025-05-26,3,Marseille,May,2025-05,1
2025-02-01,telephone,Junior,Vente,Question,2025-01-07,8,Lyon,February,2025-02,1
2025-04-12,web,Junior,Vente,Réclamation,2025-03-24,10,Lyon,April,2025-04,2
2025-12-02,telephone,Junior,Comptabilité,Réclamation,2025-11-07,20,Paris,December,2025-12,2
2025-07-14,web,Junior,Comptabilité,Réclamation,2025-06-23,15,Lyon,July,2025-07,2
2024-12-03,web,Client,Support,Demande,2024-11-10,8,Marseille,December,2024-12,2
2025-01-12,web,Junior,Vente,Question,2024-12-18,18,Lyon,January,2025-01,2
2025-03-09,telephone,Client,Comptabilité,Demande,2025-02-20,3,Lyon,March,2025-03,3
2024-12-07,telephone,Client,Comptabilité,Demande,2024-11-10,18,Lyon,December,2024-12,2
2025-10-20,telephone,Junior,Support,Réclamation,2025-10-10,2,Marseille,October,2025-10,1
2025-07-30,telephone,Senior,Vente,Demande,2025-07-29,2,Bordeaux,July,2025-07,1
2025-09-22,web,Junior,Vente,Réclamation,2025-09-04,14,Marseille,September,2025-09,2
2025-04-03,telephone,Client,Support,Demande,2025-03-17,17,Bordeaux,April,2025-04,2
2025-02-25,telephone,Client,Support,Demande,2025-02-03,16,Marseille,February,2025-02,2
2025-05-08,web,Senior,Support,Demande,2025-04-18,19,Marseille,May,2025-05,3
2025-11-19,web,Manager,Comptabilité,Question,2025-11-06,5,Paris,November,2025-11,3
2025-11-29,web,Client,Comptabilité,Question,2025-11-04,8,Lyon,November,2025-11,1
2024-03-11,web,Junior,Comptabilité,Réclamation,2024-03-01,2,Bordeaux,March,2024-03,1
2024-02-04,telephone,Junior,Vente,Question,2024-01-21,6,Bordeaux,February,2024-02,3
2024-10-09,web,Manager,Support,Réclamation,2024-10-04,5,Bordeaux,October,2024-10,2
2025-06-25,web,Client,Support,Réclamation,2025-06-18,10,Lyon,June,2025-06,3
2025-05-21,telephone,Senior,Support,Question,2025-05-06,6,Marseille,May,2025-05,1
2024-06-24,web,Client,Comptabilité,Réclamation,2024-06-14,16,Marseille,June,2024-06,3
2025-10-01,web,Client,Support,Demande,2025-09-15,20,Lyon,October,2025-10,2
2024-09-25,web,Senior,Support,Réclamation,2024-09-01,14,Paris,September,2024-09,1
2025-05-18,telephone,Junior,Support,Réclamation,2025-04-30,11,Lyon,May,2025-05,2
2025-01-18,web,Client,Vente,Réclamation,2024-12-27,19,Lyon,January,2025-01,3
2024-10-14,web,Manager,Vente,Question,2024-10-04,14,Paris,October,2024-10,3
2025-11-26,telephone,Client,Support,Demande,2025-11-12,9,Paris,November,2025-11,1
2025-06-11,web,Senior,Vente,Réclamation,2025-05-20,16,Paris,June,2025-06,2
2025-08-05,telephone,Senior,Vente,Demande,2025-07-28,12,Marseille,August,2025-08,1
2024-04-28,web,Junior,Comptabilité,Réclamation,2024-04-02,11,Marseille,April,2024-04,2
2025-01-11,web,Client,Comptabilité,Réclamation,2024-12-21,18,Paris,January,2025-01,3
2025-12-01,telephone,Senior,Comptabilité,Réclamation,2025-11-11,3,Bordeaux,December,2025-12,1
2024-07-02,web,Manager,Support,Question,2024-06-25,6,Lyon,July,2024-07,1
2025-02-03,web,Senior,Vente,Demande,2025-01-17,18,Lyon,February,2025-02,2
2025-02-11,web,Manager,Comptabilité,Demande,2025-01-18,3,Lyon,February,2025-02,3
2025-07-04,web,Junior,Comptabilité,Réclamation,2025-06-24,2,Bordeaux,July,2025-07,2
2024-09-10,web,Junior,Comptabilité,Demande,2024-09-04,16,Lyon,September,2024-09,1
2024-09-11,web,Client,Support,Réclamation,2024-08-16,15,Lyon,September,2024-09,2
2024-05-09,telephone,Junior,Comptabilité,Demande,2024-05-08,12,Bordeaux,May,2024-05,3
2025-10-11,telephone,Client,Comptabilité,Demande,2025-09-19,12,Marseille,October,2025-10,1
2024-01-31,web,Senior,Comptabilité,Demande,2024-01-25,17,Marseille,January,2024-01,2
2025-10-06,telephone,Senior,Vente,Question,2025-09-22,20,Bordeaux,October,2025-10,3
2024-05-15,telephone,Junior,Comptabilité,Demande,2024-05-12,13,Bordeaux,May,2024-05,1
2024-04-17,web,Junior,Vente,Réclamation,2024-04-16,12,Lyon,April,2024-04,3
2024-05-19,web,Junior,Vente,Réclamation,2024-05-03,1,Paris,May,2024-05,1
2024-12-05,web,Manager,Comptabilité,Réclamation,2024-11-17,1,Paris,December,2024-12,2
2025-10-14,web,Client,Support,Réclamation,2025-10-08,8,Paris,October,2025-10,2
2025-12-27,web,Client,Comptabilité,Question,2025-12-04,16,Bordeaux,December,2025-12,3
2024-07-04,telephone,Client,Support,Question,2024-06-24,17,Marseille,July,2024-07,2
2025-11-11,telephone,Manager,Support,Demande,2025-11-06,2,Bordeaux,November,2025-11,2
2025-04-07,web,Senior,Support,Réclamation,2025-03-28,2,Marseille,April,2025-04,1
2024-10-25,web,Senior,Vente,Demande,2024-10-23,3,Marseille,October,2024-10,3
2024-07-25,web,Junior,Support,Demande,2024-07-11,1,Lyon,July,2024-07,3
2025-10-09,telephone,Client,Comptabilité,Question,2025-10-02,8,Marseille,October,2025-10,2
2025-02-04,telephone,Manager,Comptabilité,Réclamation,2025-01-16,5,Bordeaux,February,2025-02,1
2025-12-17,web,Senior,Comptabilité,Demande,2025-12-11,4,Lyon,December,2025-12,2
2024-03-28,web,Manager,Support,Réclamation,2024-02-28,1,Marseille,March,2024-03,1
2025-10-11,web,Manager,Comptabilité,Demande,2025-09-19,16,Paris,October,2025-10,1
2024-02-27,web,Client,Comptabilité,Demande,2024-02-27,18,Paris,February,2024-02,3
2024-08-19,web,Senior,Comptabilité,Demande,2024-08-07,10,Paris,August,2024-08,3
2025-12-15,telephone,Senior,Support,Demande,2025-11-16,5,Bordeaux,December,2025-12,1
2025-03-03,telephone,Junior,Vente,Demande,2025-02-09,4,Lyon,March,2025-03,2
2024-12-22,web,Junior,Comptabilité,Réclamation,2024-11-25,12,Lyon,December,2024-12,2
2024-07-05,telephone,Senior,Comptabilité,Réclamation,2024-06-14,7,Marseille,July,2024-07,1
2024-11-21,telephone,Manager,Vente,Demande,2024-10-28,11,Bordeaux,November,2024-11,3
2024-01-29,telephone,Client,Comptabilité,Réclamation,2024-01-27,17,Bordeaux,January,2024-01,1
2025-10-18,web,Client,Comptabilité,Réclamation,2025-10-09,13,Bordeaux,October,2025-10,1
2024-03-16,telephone,Junior,Vente,Demande,2024-02-26,19,Bordeaux,March,2024-03,1
2025-08-24,telephone,Manager,Vente,Réclamation,2025-08-03,5,Paris,August,2025-08,2
2024-01-21,web,Manager,Support,Question,2024-01-12,12,Bordeaux,January,2024-01,2
2024-02-26,telephone,Client,Vente,Question,2024-02-25,16,Paris,February,2024-02,2
2024-05-07,telephone,Senior,Vente,Réclamation,2024-04-13,10,Lyon,May,2024-05,3
2025-08-02,telephone,Manager,Support,Question,2025-07-05,3,Paris,August,2025-08,3
2025-09-11,web,Senior,Vente,Demande,2025-08-31,3,Lyon,September,2025-09,1
2025-09-12,telephone,Client,Vente,Demande,2025-08-25,9,Marseille,September,2025-09,2
2024-03-19,telephone,Junior,Support,Demande,2024-03-10,20,Marseille,March,2024-03,1
2025-03-26,telephone,Client,Support,Demande,2025-03-05,14,Lyon,March,2025-03,2
2024-04-16,web,Junior,Support,Demande,2024-04-09,9,Lyon,April,2024-04,1
2025-09-16,telephone,Junior,Support,Demande,2025-08-25,5,Marseille,September,2025-09,1
2025-10-30,telephone,Client,Comptabilité,Demande,2025-10-23,2,Paris,October,2025-10,1
2025-08-03,web,Senior,Comptabilité,Réclamation,2025-08-01,13,Marseille,August,2025-08,3
2025-04-16,web,Client,Vente,Réclamation,2025-04-06,10,Bordeaux,April,2025-04,2
2025-05-18,telephone,Senior,Vente,Demande,2025-05-08,1,Bordeaux,May,2025-05,2
2024-12-14,web,Client,Vente,Réclamation,2024-12-11,5,Marseille,December,2024-12,3
2024-09-15,web,Junior,Support,Réclamation,2024-09-03,17,Bordeaux,September,2024-09,2
2024-07-29,web,Client,Support,Réclamation,2024-07-13,19,Bordeaux,July,2024-07,3
2025-03-15,web,Junior,Vente,Réclamation,2025-02-21,10,Paris,March,2025-03,3
2024-11-09,telephone,Senior,Vente,Question,2024-10-19,2,Marseille,November,2024-11,1
2025-08-25,telephone,Client,Support,Réclamation,2025-08-14,14,Lyon,August,2025-08,1
2025-01-22,web,Junior,Comptabilité,Question,2024-12-31,2,Marseille,January,2025-01,2
2024-05-15,web,Junior,Vente,Demande,2024-05-12,17,Marseille,May,2024-05,3
2024-03-11,telephone,Junior,Support,Question,2024-02-27,12,Bordeaux,March,2024-03,1
2024-01-29,web,Senior,Support,Question,2024-01-05,18,Bordeaux,January,2024-01,3
2025-09-22,web,Senior,Support,Demande,2025-08-24,15,Paris,September,2025-09,3
2025-12-05,web,Client,Support,Question,2025-11-30,18,Bordeaux,December,2025-12,2
2025-11-05,web,Junior,Vente,Demande,2025-10-22,4,Marseille,November,2025-11,3
2024-09-16,web,Senior,Comptabilité,Réclamation,2024-08-24,11,Marseille,September,2024-09,2
2025-09-16,web,Junior,Vente,Question,2025-08-22,9,Paris,September,2025-09,3
2024-09-22,telephone,Client,Comptabilité,Question,2024-09-02,16,Bordeaux,September,2024-09,2
2025-11-17,telephone,Client,Comptabilité,Question,2025-10-21,4,Marseille,November,2025-11,2
2025-06-03,web,Senior,Vente,Demande,2025-05-11,9,Marseille,June,2025-06,1
2025-03-15,web,Client,Comptabilité,Demande,2025-03-03,16,Marseille,March,2025-03,3
2025-04-28,telephone,Senior,Comptabilité,Demande,2025-04-24,4,Paris,April,2025-04,3
2025-02-25,telephone,Senior,Vente,Demande,2025-02-19,19,Bordeaux,February,2025-02,3
2024-03-06,web,Manager,Comptabilité,Réclamation,2024-02-13,13,Lyon,March,2024-03,1
2025-10-06,telephone,Senior,Support,Réclamation,2025-09-27,13,Marseille,October,2025-10,2
2025-06-07,telephone,Junior,Comptabilité,Demande,2025-05-25,5,Bordeaux,June,2025-06,1
2025-12-12,telephone,Senior,Support,Demande,2025-12-12,5,Marseille,December,2025-12,2
2024-05-22,web,Client,Comptabilité,Question,2024-05-10,20,Lyon,May,2024-05,1
2024-12-01,telephone,Manager,Vente,Demande,2024-11-01,17,Lyon,December,2024-12,1
2025-10-08,web,Manager,Comptabilité,Demande,2025-09-21,9,Marseille,October,2025-10,2
2025-04-10,telephone,Junior,Support,Réclamation,2025-03-20,7,Paris,April,2025-04,3
2025-09-27,telephone,Client,Support,Question,2025-08-28,15,Marseille,September,2025-09,2
2025-10-28,web,Junior,Vente,Demande,2025-10-10,20,Paris,October,2025-10,3
2024-08-25,web,Senior,Support,Question,2024-08-12,9,Marseille,August,2024-08,2
2024-11-22,telephone,Junior,Support,Réclamation,2024-10-26,4,Bordeaux,November,2024-11,1
2024-12-26,web,Client,Comptabilité,Question,2024-12-05,12,Bordeaux,December,2024-12,2
2024-04-28,telephone,Junior,Support,Réclamation,2024-04-23,18,Lyon,April,2024-04,3
2025-02-26,telephone,Senior,Vente,Question,2025-02-10,7,Lyon,February,2025-02,2
2024-05-10,web,Client,Vente,Demande,2024-04-11,16,Marseille,May,2024-05,2
2025-05-25,telephone,Junior,Comptabilité,Demande,2025-05-19,7,Marseille,May,2025-05,3
2025-06-22,telephone,Manager,Comptabilité,Réclamation,2025-06-01,6,Bordeaux,June,2025-06,3
2024-04-16,web,Manager,Support,Demande,2024-04-16,5,Bordeaux,April,2024-04,2
2024-06-10,web,Client,Comptabilité,Question,2024-05-14,3,Lyon,June,2024-06,1
2024-09-26,web,Manager,Support,Question,2024-09-05,7,Lyon,September,2024-09,2
2024-01-07,telephone,Junior,Comptabilité,Réclamation,2023-12-15,13,Lyon,January,2024-01,2
2025-04-18,telephone,Junior,Comptabilité,Demande,2025-04-08,17,Marseille,April,2025-04,2
2024-01-05,telephone,Manager,Comptabilité,Demande,2023-12-28,18,Marseille,January,2024-01,3
2024-09-07,web,Manager,Comptabilité,Question,2024-08-26,3,Marseille,September,2024-09,2
2024-09-24,web,Junior,Comptabilité,Question,2024-09-18,8,Bordeaux,September,2024-09,2
2024-12-23,telephone,Senior,Comptabilité,Réclamation,2024-12-13,14,Bordeaux,December,2024-12,1
2025-03-22,web,Senior,Comptabilité,Demande,2025-03-21,15,Lyon,March,2025-03,2
2024-10-31,telephone,Manager,Vente,Réclamation,2024-10-29,10,Marseille,October,2024-10,1
2024-03-23,telephone,Client,Vente,Question,2024-03-05,13,Lyon,March,2024-03,3
2025-09-12,telephone,Manager,Vente,Question,2025-08-29,14,Paris,September,2025-09,2
2024-05-12,telephone,Manager,Vente,Réclamation,2024-05-03,11,Lyon,May,2024-05,2
2024-09-02,web,Client,Vente,Question,2024-08-15,1,Paris,September,2024-09,2
2025-06-23,telephone,Manager,Support,Demande,2025-05-24,6,Bordeaux,June,2025-06,3
2025-02-16,web,Senior,Vente,Question,2025-02-11,3,Paris,February,2025-02,1
2024-05-13,web,Manager,Comptabilité,Réclamation,2024-04-27,19,Paris,May,2024-05,1
2024-11-15,telephone,Client,Support,Question,2024-11-12,5,Bordeaux,November,2024-11,3
2024-09-06,telephone,Manager,Comptabilité,Demande,2024-08-25,11,Bordeaux,September,2024-09,3
2025-12-08,telephone,Senior,Comptabilité,Question,2025-12-06,3,Marseille,December,2025-12,3
2024-08-19,telephone,Manager,Support,Demande,2024-08-07,7,Bordeaux,August,2024-08,1
2024-04-20,web,Client,Support,Réclamation,2024-03-27,13,Bordeaux,April,2024-04,1
2024-04-11,web,Senior,Comptabilité,Réclamation,2024-03-30,12,Bordeaux,April,2024-04,1
2025-08-20,web,Senior,Vente,Réclamation,2025-07-30,2,Lyon,August,2025-08,1
2024-09-23,telephone,Senior,Vente,Demande,2024-09-12,2,Lyon,September,2024-09,1
2025-03-01,web,Senior,Vente,Demande,2025-02-13,11,Paris,March,2025-03,1
2024-05-31,web,Client,Support,Réclamation,2024-05-19,4,Lyon,May,2024-05,2
2024-01-25,web,Senior,Support,Demande,2024-01-08,10,Marseille,January,2024-01,1
2025-05-02,web,Manager,Vente,Demande,2025-04-24,1,Paris,May,2025-05,2
2024-02-28,telephone,Junior,Comptabilité,Réclamation,2024-01-30,8,Bordeaux,February,2024-02,3
2025-10-04,web,Junior,Comptabilité,Question,2025-09-10,5,Lyon,October,2025-10,3
2024-01-31,web,Manager,Vente,Question,2024-01-15,16,Marseille,January,2024-01,2
2025-12-29,telephone,Senior,Comptabilité,Demande,2025-12-17,17,Paris,December,2025-12,1
2025-01-05,web,Junior,Comptabilité,Question,2024-12-14,15,Bordeaux,January,2025-01,2
2025-04-22,web,Client,Vente,Réclamation,2025-04-14,6,Bordeaux,April,2025-04,3
2024-03-04,web,Manager,Support,Demande,2024-02-22,6,Bordeaux,March,2024-03,2
2024-06-30,web,Manager,Comptabilité,Réclamation,2024-06-10,1,Paris,June,2024-06,3
2025-08-22,web,Manager,Comptabilité,Question,2025-08-07,16,Lyon,August,2025-08,1
2025-10-21,telephone,Client,Support,Réclamation,2025-10-07,9,Paris,October,2025-10,3
2025-05-03,telephone,Senior,Vente,Réclamation,2025-04-11,19,Paris,May,2025-05,3
2024-10-26,telephone,Junior,Comptabilité,Demande,2024-09-26,7,Paris,October,2024-10,2
2025-07-06,web,Manager,Vente,Demande,2025-06-11,10,Marseille,July,2025-07,3
2024-08-19,telephone,Manager,Vente,Demande,2024-08-15,5,Paris,August,2024-08,1
2024-09-17,telephone,Junior,Comptabilité,Question,2024-09-01,11,Bordeaux,September,2024-09,2
2025-12-06,web,Manager,Support,Question,2025-11-09,7,Bordeaux,December,2025-12,2
2025-12-16,telephone,Senior,Vente,Réclamation,2025-11-23,17,Lyon,December,2025-12,1
2024-07-19,web,Senior,Vente,Demande,2024-07-01,15,Lyon,July,2024-07,1
2024-12-30,telephone,Senior,Support,Demande,2024-12-08,6,Lyon,December,2024-12,3
2025-12-30,web,Junior,Comptabilité,Demande,2025-12-09,15,Marseille,December,2025-12,1
2025-08-23,telephone,Client,Vente,Demande,2025-07-30,2,Bordeaux,August,2025-08,3
2024-10-13,web,Manager,Comptabilité,Question,2024-10-03,5,Marseille,October,2024-10,1
2024-07-22,web,Junior,Vente,Question,2024-07-04,12,Lyon,July,2024-07,1
2024-05-28,telephone,Client,Support,Réclamation,2024-05-21,1,Paris,May,2024-05,1
2024-05-12,web,Manager,Support,Réclamation,2024-04-27,17,Lyon,May,2024-05,3
2025-03-31,telephone,Client,Vente,Réclamation,2025-03-16,15,Bordeaux,March,2025-03,3
2025-04-30,web,Manager,Support,Réclamation,2025-04-26,16,Marseille,April,2025-04,2
2024-11-29,web,Manager,Vente,Demande,2024-11-28,14,Lyon,November,2024-11,3
2025-11-29,telephone,Client,Vente,Réclamation,2025-11-01,2,Bordeaux,November,2025-11,1
